Category,Message
Aditya's,make that 3! 4 fucks sake?! x
Aditya's,Leave it. U will always be ignorant.
Aditya's,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
Aditya's,at bruce b downs &amp; fletcher now
Aditya's,Where are you ? You said you would be here when I woke ... :-(
Aditya's,Hey now am free you can call me.
Aditya's,Tell me whos this pls:-)
spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
Aditya's,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
Aditya's,Id have to check but there's only like 1 bowls worth left
Aditya's,Yes there were many sweets
Aditya's,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
Aditya's,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
Aditya's,Sir send to group mail check it.
Aditya's,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
Aditya's,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT
Aditya's,You dont know you jabo me abi.
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
Aditya's,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
Aditya's,"Are you being good, baby? :)"
Aditya's,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
Aditya's,"Mostly sports type..lyk footbl,crckt.."
Aditya's,Ma head dey swell oh. Thanks for making my day
Aditya's,U should make a fb list
Aditya's,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
Aditya's,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
Aditya's,Happy New Year Princess!
Aditya's,"I'll text carlos and let you know, hang on"
Aditya's,"Don't worry, * is easy once have ingredients!"
Aditya's,I love u 2 my little pocy bell I am sorry but I love u
Aditya's,"Ok omw now, you at castor?"
Aditya's,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
Aditya's,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
Aditya's,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
Aditya's,"Tonight? Yeah, I'd be down for that"
Aditya's,What should i eat fo lunch senor
Aditya's,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
Aditya's,No break time one... How... I come out n get my stuff fr ü?
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
Aditya's,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
Aditya's,Do you still have the grinder?
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
Aditya's,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
Aditya's,K.i did't see you.:)k:)where are you now?
Aditya's,So i'm doing a list of buyers.
Aditya's,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
Aditya's,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
Aditya's,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
Aditya's,Don know..he is watching film in computer..
Aditya's,No b4 Thursday
Aditya's,"Oh, then your phone phoned me but it disconnected"
Aditya's,Id onluy matters when getting on from offcampus
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
Aditya's,"Excellent, I'll see what riley's plans are"
Aditya's,I will see in half an hour
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
Aditya's,Ew are you one of them?
Aditya's,Also hi wesley how've you been
Aditya's,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
Aditya's,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
Aditya's,"Hm good morning, headache anyone? :-)"
Aditya's,Yeah no probs - last night is obviously catching up with you... Speak soon
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
Aditya's,I might go 2 sch. Yar at e salon now v boring.
Aditya's,&lt;#&gt;  mins but i had to stop somewhere first.
Aditya's,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
Aditya's,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
Aditya's,I didn't get the second half of that message
Aditya's,Wat time do u wan 2 meet me later?
Aditya's,I thank you so much for all you do with selflessness. I love you plenty.
Aditya's,Am in film ill call you later.
Aditya's,How dare you change my ring
Aditya's,You are a very very very very bad girl. Or lady.
Aditya's,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
Aditya's,"What part of ""don't initiate"" don't you understand"
Aditya's,I finished my lunch already. U wake up already?
Aditya's,You still at the game?
Aditya's,You have got tallent but you are wasting.
Aditya's,What is your record for one night? :)
Aditya's,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
Aditya's,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.
Aditya's,Jokin only lar... :-) depends on which phone my father can get lor...
Aditya's,"Aight, lemme know what's up"
Aditya's,Get ready for  &lt;#&gt;  inches of pleasure...
Aditya's,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
Aditya's,;-) ok. I feel like john lennon.
Aditya's,Cos darren say ü considering mah so i ask ü...
Aditya's,You are not bothering me but you have to trust my answers. Pls.
Aditya's,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
Aditya's,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
Aditya's,Aight what time you want me to come up?
Aditya's,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
Aditya's,Your bill at 3 is £33.65 so thats not bad!
Aditya's,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
Aditya's,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
Aditya's,So how's the weather over there?
Aditya's,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!"
Aditya's,Die... Now i have e toot fringe again...
Aditya's,Lol they don't know about my awesome phone. I could click delete right now if I want.
Aditya's,Ok
Aditya's,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
Aditya's,Please leave this topic..sorry for telling that..
Aditya's,Pls send me the correct name da.
Aditya's,What happened to our yo date?
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
Aditya's,Webpage s not available!
Aditya's,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
Aditya's,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
Aditya's,K..k...from tomorrow onwards started ah?
Aditya's,What u talking bout early morning? It's almost noon where your at!
Aditya's,Fine. Do you remember me.
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
Aditya's,Ok. How many should i buy.
Aditya's,"Sounds good, keep me posted"
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
Aditya's,Ok. So april. Cant wait
Aditya's,Boy you best get yo ass out here quick
Aditya's,Ay wana meet on sat?ü wkg on sat?
Aditya's,I'm now but have to wait till 2 for the bus to pick me.
Aditya's,Apart from the one i told you about yesterday?
Aditya's,Ok lor... But buy wat?
Aditya's,Somebody should go to andros and steal ice
Aditya's,Don know. I did't msg him recently.
Aditya's,Take us out shopping and Mark will distract Isaiah.=D
Aditya's,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
Aditya's,There is no sense in my foot and penis.
Aditya's,Okay but i thought you were the expert
Aditya's,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
Aditya's,S.s:)i thinl role is like sachin.just standing. Others have to hit.
Aditya's,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
Aditya's,"And very importantly, all we discuss is between u and i only."
Aditya's,K..k:)how about your training process?
Aditya's,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
Aditya's,In da car park
Aditya's,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
Aditya's,So i asked how's anthony. Dad. And your bf
Aditya's,"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
Aditya's,What Today-sunday..sunday is holiday..so no work..
Aditya's,Am going to take bath ill place the key in window:-)
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
Aditya's,"Dear, take care. I am just reaching home.love u a lot."
Aditya's,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
Aditya's,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
Aditya's,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
Aditya's,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
Aditya's,"Yo, you at jp and hungry like a mofo?"
Aditya's,This is all just creepy and crazy to me.
Aditya's,Ok... I din get ur msg...
Aditya's,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
Aditya's,Pathaya enketa maraikara pa'
Aditya's,Even if he my friend he is a priest call him now
Aditya's,"U so lousy, run already come back then half dead... Hee..."
Aditya's,That's y i said it's bad dat all e gals know u... Wat u doing now?
Aditya's,Or remind me in a few hrs.
Aditya's,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
Aditya's,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
Aditya's,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
Aditya's,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
Aditya's,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
Aditya's,Just haven't decided where yet eh ?
Aditya's,"Wat time liao, where still got."
Aditya's,Yes watching footie but worried we're going to blow it - Phil Neville?
Aditya's,I wait 4 ü inside da car park...
Aditya's,Uncle Abbey! Happy New Year. Abiola
Aditya's,Now am free call me pa.
Aditya's,R u saying i should re order the slippers cos i had to pay for returning it.
Aditya's,Stop knowing me so well!
Aditya's,Good evening! this is roger. How are you?
Aditya's,Small problem in auction:)punj now asking tiwary
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
Aditya's,He telling not to tell any one. If so treat for me hi hi hi
Aditya's,My uncles in Atlanta. Wish you guys a great semester.
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
Aditya's,U coming 2 pick me?
Aditya's,Thats cool. i liked your photos. You are very sexy!
Aditya's,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
Aditya's,"Haha better late than ever, any way I could swing by?"
Aditya's,Ok. But i finish at 6.
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
Aditya's,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
Aditya's,So no messages. Had food?
Aditya's,Ok going to sleep. Hope i can meet her.
Aditya's,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
Aditya's,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
Aditya's,You're right I have now that I think about it
Aditya's,Wat r u doing now?
Aditya's,Is ur lecture over?
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
Aditya's,Customer place i will call you
Aditya's,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
Aditya's,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
Aditya's,"Haha I heard that, text me when you're around"
Aditya's,I.ll get there tomorrow and send it to you
Aditya's,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
Aditya's,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
Aditya's,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
Aditya's,"Sorry,  in meeting I'll call you later"
Aditya's,Yo! Howz u? girls never rang after india. L
Aditya's,Yeah but which is worse for i
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
Aditya's,I tagged MY friends that you seemed to count as YOUR friends.
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
Aditya's,Ok...
Aditya's,Long time. You remember me today.
Aditya's,Havent shopping now lor i juz arrive only
Aditya's,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
Aditya's,Are you up for the challenge? I know i am :)
Aditya's,How much did ur hdd casing cost.
Aditya's,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
Aditya's,I can't describe how lucky you are that I'm actually awake by noon
spam,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
Aditya's,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
Aditya's,Cheers for the card ... Is it that time of year already?
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
Aditya's,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
Aditya's,Ugh hopefully the asus ppl dont randomly do a reformat.
Aditya's,"Haven't seen my facebook, huh? Lol!"
Aditya's,"Mah b, I'll pick it up tomorrow"
Aditya's,Still otside le..u come 2morrow maga..
Aditya's,Do u still have plumbers tape and a wrench we could borrow?
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
Aditya's,It vl bcum more difficult..
spam,UR GOING 2 BAAditya'sAS! CallFREEFONE 08081560665 and speak to a live operator to claim either BaAditya'sas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
Aditya's,Havent still waitin as usual... Ü come back sch oredi?
Aditya's,In meeting da. I will call you
Aditya's,K k :-):-) then watch some films.
Aditya's,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
Aditya's,There the size of elephant tablets & u shove um up ur ass!!
Aditya's,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
Aditya's,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
Aditya's,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.
Aditya's,Good morning pookie pie! Lol hope I didn't wake u up
Aditya's,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
Aditya's,Happy birthday to you....dear.with lots of love.rakhesh NRI
Aditya's,Howz that persons story
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
Aditya's,X2  &lt;#&gt; . Are you going to get that
Aditya's,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
Aditya's,Is ur paper today in e morn or aft?
Aditya's,I will lick up every drop :) are you ready to use your mouth as well?
Aditya's,And you! Will expect you whenever you text! Hope all goes well tomo
Aditya's,Great. P diddy is my neighbor and comes for toothpaste every morning
Aditya's,"I av a new number,  . Wil u only use this one,ta."
Aditya's,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
Aditya's,7 lor... Change 2 suntec... Wat time u coming?
Aditya's,No de.am seeing in online shop so that i asked.
Aditya's,Just curious because my cuz asked what I was up to
Aditya's,Nice.nice.how is it working?
Aditya's,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
Aditya's,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
Aditya's,She's good. How are you. Where r u working now
Aditya's,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
Aditya's,At home also.
Aditya's,This phone has the weirdest auto correct.
Aditya's,Oops my phone died and I didn't even know. Yeah I like it better.
Aditya's,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
Aditya's,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
Aditya's,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
Aditya's,We got a divorce. Lol. She.s here
Aditya's,What's ur pin?
Aditya's,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
Aditya's,I want snow. It's just freezing and windy.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
Aditya's,Come to mahal bus stop.. &lt;DECIMAL&gt;
Aditya's,Don know:)this week i'm going to tirunelvai da.
Aditya's,Me too baby! I promise to treat you well! I bet you will take good care of me...
Aditya's,Its like that hotel dusk game i think. You solve puzzles in a area thing
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
Aditya's,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
Aditya's,Well that must be a pain to catch
Aditya's,Sorry da thangam.it's my mistake.
Aditya's,I need... Coz i never go before
Aditya's,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
Aditya's,Wife.how she knew the time of murder exactly
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
Aditya's,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
Aditya's,No plm i will come da. On the way.
Aditya's,Guess he wants alone time. We could just show up and watch when they do..
Aditya's,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
Aditya's,Yup ü not comin :-(
Aditya's,"Yes, princess. Toledo."
Aditya's,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
Aditya's,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
Aditya's,Good. No swimsuit allowed :)
Aditya's,Am okay. Will soon be over. All the best
Aditya's,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
Aditya's,Ok i've sent u da latest version of da project.
Aditya's,Good Morning my Dear........... Have a great &amp; successful day.
Aditya's,Pls accept me for one day. Or am begging you change the number.
Aditya's,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
Aditya's,"Its ok, if anybody asks abt me, u tel them..:-P"
Aditya's,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
Aditya's,* You gonna ring this weekend or wot?
Aditya's,Also track down any lighters you can find
Aditya's,"Sorry, I can't help you on this."
Aditya's,"Babe, I need your advice"
Aditya's,"I‘ll leave around four, ok?"
Aditya's,Come to medical college at 7pm ......forward it da
Aditya's,K:)k..its good:)when are you going?
Aditya's,I can make lasagna for you... vodka...
Aditya's,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
Aditya's,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
Aditya's,"No, but you told me you were going, before you got drunk!"
Aditya's,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
Aditya's,I'm always looking for an excuse to be in the city.
Aditya's,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
Aditya's,O shore are you takin the bus
Aditya's,So u gonna get deus ex?
Aditya's,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
Aditya's,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
Aditya's,Ok then i come n pick u at engin?
Aditya's,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
Aditya's,Raviyog Peripherals bhayandar east
Aditya's,K actually can you guys meet me at the sunoco on howard? It should be right on the way
spam,You have 1 new voicemail. Please call 08719181513.
Aditya's,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
Aditya's,Just finished eating. Got u a plate. NOT leftovers this time.
Aditya's,Thanx a lot...
Aditya's,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
Aditya's,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
Aditya's,Its a great day. Do have yourself a beautiful one.
Aditya's,What happened in interview?
Aditya's,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
Aditya's,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
Aditya's,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...
Aditya's,Hey you around? I've got enough for a half + the ten I owe you
Aditya's,Hey tmr maybe can meet you at yck
Aditya's,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
Aditya's,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
Aditya's,Not to worry. I'm sure you'll get it.
Aditya's,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
Aditya's,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
Aditya's,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
Aditya's,Dear good morning how you feeling dear
Aditya's,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
Aditya's,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
Aditya's,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
Aditya's,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app
